6398804,1,1
1859196,2,2
2739525,2,0
7064169,4,1
7880175,2,3
513054,1,0
4785543,4,5
5146912,1,1
874976,3,4
5549987,1,0
462351,2,1
775160,7,8
2632181,0,1
1498213,1,1
2179014,0,1
5656671,4,4
549932,2,2
8195814,1,0
3635376,1,1
549931,0,2
2171679,1,0
6838091,1,0
5617360,2,3
6497757,0,0
6570659,0,0
584445,3,3
7538128,1,2
1480451,3,9
2210714,1,1
6310973,3,2
533390,1,1
2618840,1,0
1144399,0,1
4096405,3,3
5190220,2,3
5916373,0,0
7584624,1,0
1745283,0,1
1488661,1,2
1488664,13,14
5416629,0,1
3009736,0,1
3437587,178,0
6598683,0,1
4470544,0,1
2090138,2,1
7435319,1,1
2583963,4,4
6092637,1,0
4098085,3,3
469660,2,1
6039965,0,1
6815095,4,4
2471309,0,6
4142514,4,6
1502207,1,1
1506618,6,5
4142517,1,1
4689834,1,1
4854275,4,5
7756820,1,2
2956691,22,10
2956692,0,10
1934234,0,3
2956694,0,1
7514296,0,1
4114495,0,2
7514294,3,2
5418275,1,1
4278707,0,1
242144,5,10
7971959,2,4
5065957,0,2
4848008,10,10
7632999,3,4
7784170,3,6
7881221,2,2
27616,0,0
1681204,1,2
3675946,3,3
6476530,15,19
5816879,1,16
3464148,0,1
6211051,4,0
495892,15,0
7394498,2,2
4447936,1,1
1930824,2,2
5816873,9,3
495899,1,0
5446075,10,6
5045286,1,3
7077790,2,2
7249409,0,1
2817574,0,1
7295542,1,0
5078162,0,0
2861535,0,1
7077799,1,1
27863,0,1
6155881,8,3
1684358,0,0
1911796,12,8
446240,1,0
5096374,0,0
5210229,20,0
4097752,0,0
7443726,0,0
1247725,0,1
3582068,2,1
2035009,3,3
4102718,1,1
2094722,2,3
7963307,1,2
6301039,1,2
5362706,0,4
2295679,2,2
6185144,5,0
5280081,1,0
8305226,8,5
3816152,2,3
3637993,0,1
2195011,0,1
4376425,1,1
6717023,0,1
2333708,0,1
4988577,75,218
3468932,4,3
8211765,0,5
6221269,12,0
4327532,3,1
2735528,0,0
2771866,0,1
2771867,0,0
5093633,2,0
6168206,5,0
3732820,0,15
961999,2,2
4204607,1,1
5242756,0,1
7835987,1,1
1882425,0,0
3631132,1,0
3631133,1,1
1312365,1,3
6169157,1,1
4739885,0,1
4903904,2,3
6882366,0,0
4116126,0,1
3111687,3,5
461077,2,4
3630421,2,5
3681529,1,2
6974835,2,1
7515524,0,0
1037195,1,1
7079191,1,1
5723552,0,3
6340984,1,1
2557246,2,12
458334,6,10
3542358,2,2
4672688,1,0
3236061,9,0
1848286,2,0
428334,0,1
5725083,0,0
4672682,1,1
107892,1,0
1787611,5,4
428339,1,0
7463447,1,1
3236068,2,2
4830802,3,5
2887564,1,1
650935,0,2
1196368,2,4
609989,4,5
3433778,5,3
2576143,0,0
4995431,2,1
4530435,0,0
4479200,1,1
6164051,8,12
4701851,16,19
609986,2,3
4995438,0,0
4983496,0,2
4983497,7,0
1533128,1,1
6097940,0,0
6024158,5,5
5069922,1,2
3210969,1,1
5371478,0,1
3247862,0,0
6384372,1,0
2225660,0,5
4427690,0,0
3491576,16,6
1468403,1,1
621882,1,0
5380199,0,1
2383725,0,0
2347569,0,2
6904882,0,3
8277838,5,1
1258734,1,3
6805771,0,1
6755075,1,1
7692027,0,0
5730323,4,3
8044783,0,0
5224521,1,0
1560401,1,0
572087,1,1
7777146,3,3
3878794,1,0
3184298,5,0
3716179,0,2
1074483,1,1
1227813,0,0
4379950,23,24
5583896,1,0
1074489,1,0
6716378,1,0
1321053,0,1
266458,2,2
384074,3,8
5748711,0,1
4405134,3,3
6402622,5,9
3346567,1,1
4862471,0,1
3346563,1,1
7749396,1,1
6763468,0,0
3712463,1,3
4742658,1,0
6209374,15,0
8169480,16,11
4027692,4,4
7479677,0,1
6010558,0,1
670399,13,7
3315829,2,0
7772637,6,5
3014784,0,1
7234743,0,9
389148,3,2
3014781,3,5
3682879,1,0
5607038,5,0
7106625,0,1
4565722,1,1
431622,0,0
2168733,1,0
2124572,6,5
3866700,1,1
7934880,3,5
6476979,6,1
5879268,2,1
2124577,0,1
3953667,1,1
7736517,18,24
791253,0,1
7679416,2,1
3223997,0,0
5114349,5,4
1754019,2,0
3953660,5,5
956281,0,2
6463423,0,0
672731,0,3
4093127,1,1
1609100,0,0
6879194,0,0
2190539,3,4
5734955,1,1
4473225,1,1
6199308,1,1
141842,3,2
5450594,1,0
371830,2,0
3473249,2,3
7286087,1,0
1672931,1,0
1105862,3,2
309423,2,3
5968610,0,1
3473243,1,1
3756411,1,1
260889,8,7
763189,1,0
3084864,6,8
1316995,1,0
1180297,2,1
2665239,5,0
5939867,1,1
2618094,3,1
3613013,0,0
3084869,1,0
1702148,1,0
351692,9,11
7840058,1,1
7814108,17,3
7279843,7,4
7279840,1,0
5807734,2,4
3363782,1,0
7840056,1,1
879025,3,0
5293403,1,3
7973942,3,0
4633752,1,0
7654803,1,0
3204783,1,1
4743524,0,1
2882009,0,1
6405391,4,4
4743520,1,1
8081557,1,3
2507206,2,1
1072246,1,1
1216177,0,1
5397485,17,15
2857899,0,1
5635080,2,2
5274649,2,1
7017374,0,0
5422508,2,3
2227848,3,2
8273033,1,1
1096454,1,1
4608422,3,3
7017378,3,4
3250720,8,12
209555,3,3
7297557,2,3
7297551,1,1
7344740,1,1
4094470,0,0
3855541,0,0
774494,2,2
1302592,3,3
1287452,1,0
102367,0,0
3672405,1,2
7310014,2,1
102362,0,2
4328852,14,15
4647143,15,6
7895908,1,0
4328859,5,4
6614417,1,1
2796241,1,1
3898744,0,0
4345438,2,3
3788538,2,1
3898741,1,0
7559625,1,2
4034386,0,2
3788537,3,2
2197082,3,0
1898301,1,1
3898748,1,0
5046571,1,0
1926724,2,4
4640242,20,2
5428111,0,1
4686595,0,0
233033,6,6
5991491,4,4
4640248,2,1
233036,1,3
5991496,0,1
4321925,1,2
996723,26,0
996722,1,1
1360037,0,2
8056716,2,1
7947050,1,1
4508000,1,0
996728,3,0
6124899,0,2
5055971,0,0
5055973,2,0
4511959,18,19
2193251,2,2
7189449,1,1
5421477,10,9
7334358,1,1
8176334,0,1
4511950,0,1
5421473,1,0
2086416,0,0
3377736,1,1
4259366,5,3
4415985,0,1
4187528,1,1
7616842,2,0
3966374,0,0
8066125,1,1
1120755,1,0
7203560,0,1
3619883,0,1
1025073,0,1
1025070,1,1
3186712,3,0
1704744,6,5
5775107,1,1
5757325,2,2
1704747,9,11
6977769,1,1
3350082,0,5
6885294,4,8
1592760,1,0
3564248,2,0
1531269,6,0
6559608,4,3
4653093,3,2
2897580,1,1
4953977,0,1
7640666,2,0
2911948,3,1
5527291,2,3
8201038,4,1
8295546,1,0
5995648,2,0
4650541,0,1
3783665,1,0
1592249,0,1
7641132,0,0
3038876,1,3
1965016,2,1
7189445,2,2
5972071,2,2
7405557,1,1
7717121,0,0
5186011,6,5
8285995,8,10
1817319,7,0
7522717,7,8
7332989,1,1
4453312,1,1
1418687,4,7
6975943,1,0
4453316,1,1
7650276,0,0
3857568,1,0
3857567,4,1
4828696,2,7
5502093,2,1
7749714,0,0
7552908,2,2
6860442,1,1
7136331,13,9
5573205,6,4
4071067,1,1
5573206,11,7
4071512,1,0
3887991,6,6
7582765,1,0
1700115,13,23
3961717,0,1
4086380,0,1
2089944,1,2
3961712,3,3
8084035,2,1
7067366,4,3
3289303,1,0
6180871,0,3
2028602,1,1
6773309,7,10
756632,1,1
4461156,1,4
6078267,1,2
5290981,1,1
5895847,1,0
7191605,0,1
980528,1,0
2126540,0,1
6081688,0,1
6845973,2,2
8118477,1,1
7646673,1,0
4980777,1,1
4506557,2,3
5906533,2,2
1857870,3,1
1474324,0,0
8280813,1,1
6672831,0,2
1857874,4,5
1474328,0,1
5781462,0,1
299515,1,1
1571533,2,10
5532750,0,9
6223690,2,0
1580898,6,0
5131082,2,2
3910234,11,12
5628604,0,0
3426269,0,13
183419,0,0
1580891,1,1
2660577,1,0
954617,1,0
3759675,2,1
5015103,4,1
3708275,51,41
2437850,1,2
6290978,0,2
1239788,2,2
3251525,1,1
7592706,0,1
6631457,1,1
755066,1,2
4651636,11,14
2038056,2,0
23262,7,7
1921841,8,13
6025492,3,1
2282064,0,1
230717,1,1
4651639,1,2
6025494,1,1
5251521,1,1
5251520,1,0
6204944,4,2
3460183,0,0
7714477,0,1
3796657,0,0
7714479,0,0
5226543,0,3
5304515,7,5
53733,0,1
6950196,1,1
1622148,0,1
7051916,1,0
5168656,3,0
4883234,1,0
1622147,1,1
7657724,0,1
390497,0,1
3209663,3,5
1358214,0,1
2261028,0,0
3663025,1,0
218096,2,2
6725275,2,2
7656899,2,2
1623234,1,1
3102544,7,5
5553561,2,7
2111071,3,2
680392,3,2
862899,0,0
1451676,1,1
4552669,2,1
4385101,3,3
7694352,0,2
6838716,1,1
2182469,0,2
3389697,0,2
981699,1,1
981698,0,0
5969369,4,2
6935952,1,1
3389698,0,1
4739690,0,1
2483273,0,1
2483271,1,0
1288731,0,0
8117678,2,2
1451671,1,2
4491414,0,1
4342166,4,3
4450836,5,6
5074186,0,1
4342160,1,1
5451056,0,1
1707269,1,1
7705388,1,0
7407879,1,1
6636109,1,0
2438508,0,0
8191564,1,1
3520757,1,0
3520751,2,2
7127939,0,0
3080542,1,0
2024604,12,9
1238438,2,0
7043419,0,1
3456371,1,3
4502775,0,1
7127932,3,5
4316369,1,1
2258546,7,7
6777534,0,1
5987559,1,0
6777532,0,1
2258542,1,0
2670954,0,3
3538304,4,4
3801569,1,1
2258548,1,1
3554932,1,0
8208144,0,0
7339234,5,4
3700395,1,0
1470373,1,1
3754830,1,1
2934689,2,3
2428135,1,1
8015066,0,1
3654511,2,2
614256,0,2
1456854,1,0
5729126,1,0
1904504,0,1
7359895,2,1
5788434,0,1
6329158,0,1
4850518,1,6
1361861,1,1
1361862,0,0
5821202,0,1
1742846,17,0
219321,47,0
3847948,6,6
1437248,0,1
7910401,0,1
4881893,0,1
3281038,6,4
1936940,1,1
3847941,8,1
1437240,2,0
4622301,5,6
703739,2,4
5223827,16,3
1462364,50,26
8254897,1,0
6934600,1,0
703730,4,0
1591040,1,1
1462368,2,3
780282,0,1
2337775,1,1
1281273,26,0
4718058,5,7
780288,2,3
1802480,2,2
3174637,4,2
1481398,1,2
4921481,5,5
1173305,1,0
4423778,5,3
1688916,2,2
1830179,7,10
2565246,1,1
2611597,1,1
4383415,1,1
170916,2,0
2544979,15,6
170911,3,4
7711157,2,2
3158258,1,0
1409926,1,1
6947730,42,24
1747931,8,2
5440994,0,0
854441,3,4
3523224,1,1
204445,3,2
517915,2,1
2023379,1,1
5100272,0,0
2418483,1,0
7040148,1,1
1367082,4,8
692848,3,4
8115833,3,6
3287943,0,0
719775,1,1
1076768,5,5
4797896,3,2
7946556,6,3
7511176,4,3
6242558,0,1
6637474,5,4
8089726,0,0
320293,4,4
1152967,0,0
6995954,4,4
6585799,2,3
6585798,8,0
2922471,3,4
18890,1,0
7306797,48,6
18896,2,3
468153,1,2
321160,0,0
6158440,1,0
236909,1,1
1360738,1,3
7603954,3,2
246207,0,13
1046707,4,0
6030580,0,1
5926093,3,5
1761875,1,1
8214371,5,10
5926094,8,0
6816657,0,1
7123131,1,1
8097593,1,1
3770607,1,1
7278165,1,1
4697016,1,5
7191783,0,1
3282279,1,1
7278169,8,9
8308271,0,0
6816658,0,1
7439413,1,2
5479985,2,3
2405761,3,8
2604040,9,2
2179565,11,22
5135034,4,4
3416786,1,2
1575017,0,1
5479989,2,2
3608997,0,0
6618211,7,5
5938220,2,3
6799216,3,5
5135037,9,12
1054842,2,2
3411256,1,1
8013378,1,0
5583552,0,1
3843913,5,1
4717873,1,1
5156911,0,1
5193906,0,0
7213959,1,1
4191121,0,1
5322028,0,4
8142353,1,1
3207848,2,0
5107097,0,3
7118914,3,4
8172087,4,4
1174823,4,5
323985,7,7
3593781,1,1
975957,5,4
4442746,8,6
5812372,1,1
6948908,0,2
3420020,0,1
2653442,2,4
7627609,0,2
3021877,0,2
6948907,0,1
916808,4,3
760326,1,1
3441249,0,1
4581942,0,1
3401291,1,1
4412013,0,0
1887017,0,0
931394,0,1
5555510,1,1
803258,12,10
5555512,6,16
3013694,2,10
2056916,7,16
3327865,4,4
6680353,3,3
6812025,0,3
4925483,12,1
1467288,4,2
6070231,3,3
3908576,1,1
4805257,0,4
1776478,1,5
1177559,6,6
4429762,15,8
1754675,1,0
8110140,0,0
2402680,7,13
1177557,5,6
3947184,1,1
1776476,3,4
417365,0,1
4317872,0,1
2435824,0,1
6895692,1,0
7260477,1,2
5701084,16,7
5606770,1,1
5701086,1,1
1532337,43,0
7193928,1,3
6611794,2,4
6548725,10,1
3649239,0,1
3400718,5,0
6548721,3,3
7193921,4,4
3649230,0,1
1372870,0,1
5436297,1,0
6380255,0,1
971835,1,0
3735789,1,1
6547806,3,2
971832,1,0
451995,0,0
7932433,0,1
6990207,1,1
5237852,0,1
4658544,0,3
7179657,5,6
3308681,2,8
7927069,1,2
4811041,0,2
7966110,1,1
4952005,0,0
574708,1,1
4811047,3,0
4811046,0,1
6717593,1,2
3869700,6,2
5483624,3,3
3310471,1,2
4321482,0,1
6012884,0,3
6694564,1,1
1871357,1,1
1871354,1,3
834158,0,0
242433,5,7
5327337,1,1
6168771,3,2
1891668,2,3
7151582,8,4
5417033,1,1
543873,0,1
2183008,1,0
1176709,2,0
3051372,0,1
7188716,4,4
3645698,1,1
5623344,4,0
7152057,0,2
2052013,0,0
4719669,4,0
6038918,1,1
1831598,1,5
5205750,12,15
1831594,1,14
1831595,0,1
461505,1,0
6210675,5,0
503239,0,1
2456621,0,1
154849,0,2
1176704,1,0
5656327,0,0
7524054,1,2
4656715,6,2
120622,0,2
5754935,3,5
2655463,0,1
3248403,2,1
580762,1,1
6093060,0,1
1645366,0,0
3762570,1,1
6012337,0,0
1645363,4,0
3398817,5,3
5587389,0,0
3108101,0,1
1537174,0,0
7646882,1,0
5226092,0,1
261040,2,2
6849337,1,2
158286,7,72
4150879,1,3
1227992,0,1
6213161,1,1
4957717,0,0
5569456,1,1
7474039,4,3
1575376,2,2
2469705,2,2
2978058,1,1
5448361,3,0
765009,2,0
7165118,0,1
2978050,0,1
2978051,1,0
7000026,11,13
7761801,0,0
4090902,1,1
1148165,1,0
6358449,0,1
5586745,1,1
2102251,1,1
7748253,0,0
8201854,0,3
1054848,2,0
5377310,2,5
7638810,2,3
3347366,1,2
1505533,1,1
5860,0,1
6711338,1,1
6711339,0,0
1415248,3,1
670403,0,1
2948461,1,1
6549098,1,1
2099991,0,8
6549097,2,1
4378510,1,0
4111103,1,0
4378516,3,2
4464993,0,1
4358422,2,1
4327423,0,1
1942569,2,4
2634684,0,0
660856,1,1
7252272,0,2
660850,0,1
7601943,1,0
1959735,1,1
2053765,1,0
5416788,5,3
4568577,1,1
192058,2,1
1979412,0,1
2976911,1,1
2712359,0,1
5881490,1,1
1849803,1,1
6836871,0,0
4093459,2,1
3798560,2,2
7257246,0,1
4667298,3,4
2892514,1,1
1222947,1,1
8230681,1,0
5651676,4,4
7679165,1,0
4927222,2,0
1907064,1,1
1907065,0,0
4920945,1,1
4354880,0,2
1833535,0,1
2983666,7,2
8137184,1,1
1609470,2,0
609916,6,7
1609476,1,1
2314808,3,3
422259,5,5
250811,3,4
148426,1,1
6056495,1,1
1276570,2,2
6693178,3,5
3416530,0,1
6693175,0,0
6934267,1,0
966194,2,2
7292917,1,1
842327,0,4
7292914,2,1
163509,23,5
5505707,1,1
4715960,0,1
4292851,1,1
1845991,3,0
4292853,3,4
7001370,0,1
7629290,28,33
1341612,3,4
3949859,1,0
3156576,1,0
7749400,10,11
7629295,0,1
4950009,1,1
1009256,0,1
3827699,8,9
2366319,1,2
7763182,0,5
3119180,0,2
488062,4,2
5716137,1,0
7056467,0,0
1699402,3,3
6526827,20,19
2460985,0,3
1414119,0,2
3452706,0,1
2771589,2,2
2626011,3,1
5330696,0,0
3395292,14,12
6466862,1,0
4404571,0,1
1414115,1,2
6992228,1,1
122458,1,1
6101979,1,2
2190002,2,1
6157586,0,0
7899382,1,1
16118,1,1
6985933,0,1
772579,0,0
3647872,1,0
513058,0,3
5834051,0,1
930910,2,1
930912,2,1
4498849,3,2
3586520,0,0
8144236,3,3
176181,0,0
6294537,0,1
7837553,1,0
6682422,7,0
7825519,5,8
7408407,1,1
3345735,2,4
3345737,1,1
1293218,1,4
6681999,2,0
8274082,0,1
4787648,6,21
6847081,0,1
295061,2,1
6681990,1,5
7442078,0,2
2125547,0,1
5460963,0,1
2317572,9,7
2412863,0,0
6599459,6,1
368136,4,3
4160244,4,0
7565072,0,1
1415355,1,1
6446844,5,7
2623992,1,6
7030694,1,0
1275003,1,0
1021565,4,3
1021567,4,1
3637658,0,3
2623999,4,4
3054295,7,1
7580180,2,0
1452564,5,5
1730374,2,1
2298617,5,0
7424999,0,0
8027951,1,0
898065,1,1
1262535,2,3
3233033,6,9
3233032,2,1
7862051,5,0
6642262,0,2
6505926,1,0
4917074,0,1
3225474,1,1
759551,3,2
7158926,1,0
1767453,2,1
3232341,0,0
1888516,1,0
6711003,4,2
288180,2,2
6312453,7,5
288185,1,0
5081992,1,0
6999160,1,2
67420,0,0
7029264,0,1
2683563,0,1
7970920,3,5
5174876,1,0
2709175,2,2
2291734,0,2
2585452,5,0
4127491,1,0
2585450,5,8
4127494,2,0
157732,3,0
157731,2,0
5289227,0,1
3868150,60,58
1874855,2,3
1128793,1,2
5289222,1,0
3577314,9,11
5923965,14,8
417406,1,0
6844256,2,3
7409751,0,1
3268172,17,14
2807829,0,0
1386719,1,1
7881889,1,1
4938683,6,2
3268177,1,1
1760159,1,2
7498099,1,0
3092338,2,3
2240713,7,6
5772352,0,0
2140558,2,2
3092337,0,0
6753519,4,4
3092331,3,3
2412309,7,6
192929,0,1
6401454,3,1
2147117,1,0
4297538,0,1
3584383,1,1
3049782,8,0
3687885,1,3
1944785,1,1
4628107,1,0
4153724,2,3
7108367,0,1
5650485,1,0
169495,3,0
1488142,3,2
4536164,0,1
4536165,4,21
1136703,2,4
28402,2,2
2464355,1,2
8220589,0,2
5687988,1,1
58557,2,3
3029596,0,1
6353227,0,0
2978512,3,4
5966135,2,5
566952,0,1
4069765,3,5
5498271,1,0
4643466,1,0
5883232,4,1
828180,1,2
6313018,0,1
6938539,0,1
1700465,3,3
2495477,12,10
2737588,1,2
6011779,0,1
2679925,1,1
5965443,2,2
1523151,2,2
3222123,152,0
2433756,2,2
2550076,6,4
6519875,1,1
5846047,10,9
5720989,4,4
3349898,2,0
8132636,1,1
6764661,1,0
4195592,0,8
6738759,2,2
2176804,0,0
3341129,0,0
1319545,4,0
2176801,11,3
7118979,3,4
4118218,3,5
5416690,0,0
3269225,1,1
3269224,0,1
3269223,1,1
3058839,2,1
3269947,1,1
5019835,4,2
558726,2,2
5144820,0,2
4555854,2,2
2004266,3,3
1394784,1,0
5841779,4,4
6508553,2,2
7688442,0,2
533171,0,2
151193,1,2
3911070,41,38
6867503,0,2
7921482,2,0
1513932,7,15
4138404,0,0
5962146,4,3
3211959,1,1
4039397,1,0
5935019,1,0
1549583,6,7
5616018,0,1
2222878,1,0
3126897,0,1
3095641,9,0
2001565,5,6
1210884,1,3
5002461,0,1
7320098,0,4
3365086,2,3
6611965,1,1
7320095,2,6
5495807,0,1
6822469,3,0
2584818,1,0
6572301,5,3
953205,2,6
1105548,1,2
6930728,1,0
4059038,4,4
3162004,2,2
4779766,3,8
425161,0,0
3989323,1,0
4489435,1,3
2560824,1,0
6562163,0,1
1743742,1,1
3096173,3,3
7554834,1,1
1151010,0,1
3096175,1,0
5776157,0,1
5038445,1,0
1979761,1,0
7796689,1,3
6882444,2,2
3508876,3,3
1825985,1,1
6035517,8,9
6718872,1,0
8248150,2,4
7107832,0,0
3865357,3,4
6718877,3,9
5030276,5,3
2127164,0,1
8007841,3,3
5030273,2,1
1061298,3,1
7079010,2,3
3360106,1,1
6822465,1,0
5268329,0,1
6537153,1,1
3142163,1,1
4672523,1,0
4092190,11,7
7291234,1,2
3912527,2,2
8130096,2,1
8156292,2,1
8309952,2,2
4673698,1,1
1413603,2,2
137947,0,2
3530031,2,2
845879,2,2
7710774,1,0
4036889,0,1
2929366,9,9
2794530,0,1
1365101,0,1
2794537,1,1
6383017,1,0
3880192,1,1
563205,1,0
3880191,1,1
3742753,2,2
5524639,0,1
7718918,7,6
3045107,0,1
2608359,0,0
5911350,0,1
6836916,1,1
8277972,0,0
4983512,4,0
2608350,0,1
295891,3,3
4770633,0,0
6330339,4,2
2000215,8,15
368968,1,5
7843262,1,1
4588532,1,0
2458836,1,0
7738473,3,1
6330330,2,3
2309374,1,0
7738470,2,3
2296282,2,3
2296283,2,2
6271333,4,1
7895647,3,2
8171927,2,1
519031,0,0
342064,1,2
7573089,0,1
5672735,4,5
4316020,1,1
5089851,1,2
5631170,1,3
6276641,2,2
1756429,0,1
901350,0,0
2506054,3,4
3338752,0,0
3770699,2,4
1217147,0,1
2214463,0,2
1379177,1,0
2883258,9,7
5941122,4,0
8259200,2,2
3338758,1,1
3015696,11,11
5809012,1,1
215020,1,0
2848779,4,4
4023820,0,1
5636230,0,0
1107568,2,2
886563,29,0
1657457,1,0
2637293,4,3
8082104,0,1
2542683,1,0
683397,5,5
2003546,0,2
3579241,2,2
5307741,2,1
5925931,0,0
4992619,2,2
48272,1,0
1097202,1,1
5218595,2,5
2168672,1,0
5416991,3,1
6802713,0,1
1409497,1,1
2244768,3,2
5060568,0,1
7982966,2,5
4398653,1,1
5707949,0,1
5295135,0,0
5707944,2,2
5060567,11,14
854138,0,1
4439405,3,3
7558031,3,5
8151746,0,0
8151743,2,2
1242000,1,0
5450652,0,1
408317,1,1
1242004,1,2
7583331,2,2
4141588,0,2
2531851,2,4
167420,3,3
6073415,5,3
167422,0,7
6073417,2,1
6451970,0,1
3936960,1,1
2352825,3,1
4346640,1,0
2375434,1,1
6556491,1,0
7135533,0,1
6856076,4,2
7135531,0,1
2790612,1,4
3830294,2,3
5218723,0,0
4518387,3,3
6658400,1,1
8056696,1,0
7116979,1,1
6604535,3,4
1949775,0,0
8232866,4,5
750517,1,1
2676862,2,3
6382801,0,1
1183668,0,0
5085556,1,1
6881361,8,0
6277999,1,4
6915380,2,2
1024260,13,0
1024261,2,1
7202556,0,3
5323293,2,1
38603,2,1
6277996,1,1
5531300,0,1
2531998,1,0
1384227,1,0
5054584,0,0
7688417,13,0
5575358,0,1
1914529,0,1
1317060,0,1
3991967,7,12
875610,2,3
5575351,2,2
3638974,0,1
6106888,4,0
7560901,0,1
202523,9,7
885345,2,2
7560906,1,0
5427126,4,4
4528751,6,0
7907614,1,1
6177706,0,1
7722951,0,1
4244255,0,1
4889795,1,1
4186200,1,0
7693329,0,1
7419650,2,3
1116631,1,0
6282624,0,2
7640141,1,1
1038904,4,5
4601965,3,1
6552498,5,5
6521945,0,1
3924592,16,19
3873826,0,1
914739,3,2
7090232,0,0
3505287,0,1
1446495,1,1
5008926,0,1
6367544,1,0
3924599,0,1
6552495,6,6
7559782,0,0
194506,2,4
4829846,0,0
2724964,3,2
83388,1,0
3466686,0,1
6668237,0,4
83385,0,1
6668235,2,4
3211109,1,0
2613808,0,0
3076969,3,3
1746625,1,1
168954,1,5
168957,1,1
1067039,0,0
5428091,22,5
269671,1,2
2561762,6,5
7923726,0,2
6125601,0,1
6812550,1,1
456196,1,0
6564136,0,1
4916260,1,0
7922459,0,1
2677730,3,3
4855584,5,0
6122376,0,0
5759518,1,0
511820,3,0
569439,1,2
3292389,1,1
3298989,1,1
7939115,12,1
1398316,2,4
4550127,1,1
4509900,3,2
6384386,7,0
2931608,2,1
1151565,0,0
475008,25,13
2526517,1,0
6042148,1,0
1894841,7,12
2526513,2,2
39552,1,1
5786502,0,1
39550,5,7
6426052,4,7
2975407,8,13
4231556,1,1
3627705,9,0
5624842,0,3
981951,0,1
757320,1,1
2892854,1,2
1336082,0,1
1707942,1,1
4765979,8,9
7912357,2,7
981958,0,0
955042,3,5
7706680,0,0
6407875,1,0
8154624,0,0
5338982,2,4
7125217,2,2
380852,0,1
911910,2,2
173344,2,4
7828586,3,4
2480442,2,2
5771432,4,3
173341,3,1
8280995,0,0
4075314,0,1
2307908,2,1
5681565,4,7
4831405,1,1
1699513,0,1
4831403,1,1
2587544,1,0
